data	iloœæ wody dop³yw	suma w zbiorniku po pó³nocy	po odlaniu 	suma w zbiorniku o 8.00	z1	z2	z3									
05.03.2013	9248	261067	261067	255845			255846									
06.03.2013	10801	265093	265093	259791			259792									
07.03.2013	11212	270592	270592	265180			265181									
08.03.2013	12572	276392	276392	270864			270865									
09.03.2013	14294	283436	283436	277767			277768									
10.03.2013	15164	292061	292061	286219			286220									
11.03.2013	16391	301383	301383	295355			295356									
12.03.2013	18535	311746	311746	305511			305512									
13.03.2013	18747	324046	324046	317565			317566									
14.03.2013	22193	336312	336312	329585			329586									
15.03.2013	25473	351778	351778	344742			344743									
16.03.2013	26358	370215	370215	362810			362811									
17.03.2013	29032	389168	389168	381384			381385									
18.03.2013	30140	410416	410416	402207			402208									
19.03.2013	31487	432347	432347	423700			423701									
20.03.2013	34815	455187	455187	446083			446084									
21.03.2013	36867	480898	480898	471280			471281									
22.03.2013	38276	508147	508147	497984			497985									
23.03.2013	39421	536260	536260	525534			525535									
24.03.2013	40674	564955	564955	553655			553656									
25.03.2013	45056	594329	594329	582442			582443									
26.03.2013	42884	627498	627498	614948			614949									
27.03.2013	43859	657832	657832	644675			644676									
28.03.2013	44374	688534	688534	674763			674764									
29.03.2013	43575	719137	719137	704754			704755									
30.03.2013	44101	748329	748329	733362			733363									
31.03.2013	43112	777463	777463	761913			761914									
01.04.2013	43513	805025	805025	788924			788925									
02.04.2013	41620	832437	832437	815788			815789									
03.04.2013	40364	857408	857408	840259			840260									
04.04.2013	37447	880623	880623	863010			863011									
05.04.2013	37923	900457	900457	882447			882448									
06.04.2013	36455	920370	920370	901962			901963									
07.04.2013	32946	938417	938417	919648			919649									
08.04.2013	31031	952594	952594	933542			933543									
09.04.2013	28782	964573	964573	945281			945282									
10.04.2013	25389	974063	974063	954581			954582									
11.04.2013	24032	979970	979970	960370			960371									
12.04.2013	22561	984402	984402	964713			964714									
13.04.2013	19265	987274	987274	967528			967529									
14.04.2013	19012	986793	986793	967057			967058									
15.04.2013	16676	986069	986069	966347			966348									
16.04.2013	16115	983023	983023	963362			963363									
17.04.2013	13639	979477	979477	959887			959888									
18.04.2013	10302	973526	973526	954055			954056									
19.04.2013	10117	964357	964357	945069			945070									
20.04.2013	9180	955186	955186	936082			936083									
21.04.2013	8381	945262	945262	926356			926357									
22.04.2013	8659	934737	934737	916042			916043									
23.04.2013	7687	924701	924701	906206			906207									
24.04.2013	6137	913893	913893	895615			895616									
25.04.2013	6984	901752	901752	883716			883717									
26.04.2013	5140	890700	890700	872886			872886									
27.04.2013	6729	878026	878026	860465			860466									
28.04.2013	4348	867194	867194	849850			849851									
29.04.2013	3874	854198	854198	837114			837115									
30.04.2013	2439	840988	840988	824168			824169									
01.05.2013	3413	826607	826607	810074			810075									
02.05.2013	3695	813487	813487	797217			797218									
03.05.2013	4651	800912	800912	784893			784894									
04.05.2013	4145	789544	789544	773753			773754									
05.05.2013	3957	777898	777898	762340			762341									
06.05.2013	3743	766297	766297	750971			750972									
07.05.2013	3988	754714	754714	739619			739620									
08.05.2013	4364	743607	743607	728734			728735									
09.05.2013	2951	733098	733098	718436			718437									
10.05.2013	4593	721387	721387	706959			706960									
11.05.2013	2871	711552	711552	697320			697321									
12.05.2013	4523	700191	700191	686187			686188									
13.05.2013	3169	690710	690710	676895			676896									
14.05.2013	3437	680064	680064	666462			666463									
15.05.2013	2478	669899	669899	656501			656502									
16.05.2013	2654	658979	658979	645799			645800									
17.05.2013	4477	648453	648453	635483			635484									
18.05.2013	2949	639960	639960	627160			627161									
19.05.2013	2792	630109	630109	617506			617507									
20.05.2013	3325	620298	620298	607892			607893									
21.05.2013	3830	611217	611217	598992			598993									
22.05.2013	3707	602822	602822	590765			590766									
23.05.2013	3346	594472	594472	582582			582583									
24.05.2013	3638	585928	585928	574209			574210									
25.05.2013	3910	577847	577847	566290			566291									
26.05.2013	4014	570200	570200	558796			558796									
27.05.2013	3055	562810	562810	551553			551554									
28.05.2013	4624	554608	554608	543515			543516									
29.05.2013	2944	548139	548139	537176			537177									
30.05.2013	2876	540120	540120	529317			529318									
31.05.2013	4855	532193	532193	521549			521550									
01.06.2013	5732	526404	526404	515875			515876									
02.06.2013	6118	521607	521607	511174			511175									
03.06.2013	9512	517292	517292	506946			506947									
04.06.2013	15953	516458	516458	506128			506129									
05.06.2013	23064	522081	522081	511639			511640									
06.06.2013	29169	534703	534703	524008			524009									
07.06.2013	30358	553177	553177	542113			542114									
08.06.2013	31455	572471	572471	561021			561022									
09.06.2013	26591	592476	592476	580626			580627									
10.06.2013	20401	607217	607217	595072			595073									
11.06.2013	15036	615473	615473	603163			603164									
12.06.2013	10238	618199	618199	605835			605836									
13.06.2013	8243	616073	616073	603751			603752									
14.06.2013	4896	611994	611994	599754			599755									
15.06.2013	5250	604650	604650	592557			592557									
16.06.2013	4522	597807	597807	585850			585851									
17.06.2013	3936	590372	590372	578564			578565									
18.06.2013	2414	582500	582500	570850			570850									
19.06.2013	2897	573264	573264	561798			561799									
20.06.2013	2896	564695	564695	553401			553402									
21.06.2013	1794	556297	556297	545171			545172									
22.06.2013	2730	546965	546965	536025			536026									
23.06.2013	3922	538755	538755	527979			527980									
24.06.2013	3772	531901	531901	521262			521263									
25.06.2013	3727	525034	525034	514533			514534									
26.06.2013	4214	518260	518260	507894			507895									
27.06.2013	3451	512108	512108	501865			501866									
28.06.2013	3585	505316	505316	495209			495210									
29.06.2013	3531	498794	498794	488818			488819									
30.06.2013	3414	492349	492349	482502			482503									
01.07.2013	3580	485916	485916	476197			476198									
02.07.2013	3655	479777	479777	470181			470182									
03.07.2013	3233	473836	473836	464359			464360									
04.07.2013	4919	467592	467592	458240			458241									
05.07.2013	5075	463159	463159	453895			453896									
06.07.2013	11295	458970	458970	449790			449791									
07.07.2013	14699	461085	461085	451863			451864									
08.07.2013	22057	466562	466562	457230			457231									
09.07.2013	27376	479287	479287	469701			469702									
10.07.2013	29855	497077	497077	487135			487136									
11.07.2013	31472	516990	516990	506650			506651									
12.07.2013	26428	538122	538122	527359			527360									
13.07.2013	19929	553787	553787	542711			542712									
14.07.2013	15353	562640	562640	551387			551388									
15.07.2013	10358	566740	566740	555405			555406									
16.07.2013	6113	565763	565763	554447			554448									
17.07.2013	5646	560560	560560	549348			549349									
18.07.2013	4675	554994	554994	543894			543895									
19.07.2013	3274	548569	548569	537597			537598									
20.07.2013	2855	540871	540871	530053			530054									
21.07.2013	5433	532908	532908	522249			522250									
22.07.2013	2990	527682	527682	517128			517129									
23.07.2013	3873	520118	520118	509715			509716									
24.07.2013	4856	513588	513588	503316			503317									
25.07.2013	3378	508172	508172	498008			498009									
26.07.2013	2899	501386	501386	491358			491359									
27.07.2013	2685	494257	494257	484371			484372									
28.07.2013	2578	487056	487056	477314			477315									
29.07.2013	1847	479892	479892	470294			470295									
30.07.2013	4129	472141	472141	462698			462699									
31.07.2013	2992	466827	466827	457490			457491									
01.08.2013	3678	460482	460482	451272			451273									
02.08.2013	2740	454950	454950	445851			445851									
03.08.2013	2388	448591	448591	439619			439620									
04.08.2013	3629	442007	442007	433166			433167									
05.08.2013	4618	436795	436795	428059			428060									
06.08.2013	3490	432677	432677	424023			424024									
07.08.2013	5314	427513	427513	418962			418963									
08.08.2013	4209	424276	424276	415790			415791									
09.08.2013	3607	419999	419999	411599			411600									
10.08.2013	4293	415206	415206	406901			406902									
11.08.2013	2647	411194	411194	402970			402971									
12.08.2013	4462	405617	405617	397504			397505									
13.08.2013	5013	401966	401966	393926			393927									
14.08.2013	3937	398939	398939	390960			390961									
15.08.2013	2398	394897	394897	386999			387000									
16.08.2013	4282	389397	389397	381609			381610									
17.08.2013	3544	385891	385891	378173			378174									
18.08.2013	2453	381717	381717	374082			374083									
19.08.2013	4243	376535	376535	369004			369005									
20.08.2013	2393	373247	373247	365782			365783									
21.08.2013	3005	368175	368175	360811			360812									
22.08.2013	2477	363816	363816	356539			356540									
23.08.2013	2308	359016	359016	351835			351836									
24.08.2013	3443	354143	354143	347060			347061									
25.08.2013	3546	350503	350503	343492			343493									
26.08.2013	3145	347038	347038	340097			340098									
27.08.2013	4106	343242	343242	336377			336378									
28.08.2013	5400	340483	340483	333673			333674									
29.08.2013	3878	339073	339073	332291			332292									
30.08.2013	4193	336169	336169	329445			329446									
31.08.2013	5545	333638	333638	326965			326966									
01.09.2013	6296	332510	332510	325859			325860									
02.09.2013	5777	332155	332155	325511			325512									
03.09.2013	3521	331288	331288	324662			324663									
04.09.2013	3390	328183	328183	321619			321620									
05.09.2013	4364	325009	325009	318508			318509									
06.09.2013	4218	322872	322872	316414			316415									
07.09.2013	6493	320632	320632	314219			314220									
08.09.2013	6100	320712	320712	314297			314298									
09.09.2013	5761	320397	320397	313989			313990									
10.09.2013	5025	319750	319750	313355			313355									
11.09.2013	5481	318380	318380	312012			312013									
12.09.2013	4291	317493	317493	311143			311144									
13.09.2013	5636	315434	315434	309125			309126									
14.09.2013	5273	314761	314761	308465			308466									
15.09.2013	5151	313738	313738	307463			307464									
16.09.2013	5550	312614	312614	306361			306362									
17.09.2013	6587	311911	311911	305672			305673									
18.09.2013	6668	312259	312259	306013			306014									
19.09.2013	7146	312681	312681	306427			306428									
20.09.2013	6468	313573	313573	307301			307302									
21.09.2013	5432	313769	313769	307493			307494									
22.09.2013	7236	312925	312925	306666			306667									
23.09.2013	7144	313902	313902	307623			307624									
24.09.2013	7422	314767	314767	308471			308472									
25.09.2013	6538	315893	315893	309575			309576									
26.09.2013	6315	316113	316113	309790			309791									
27.09.2013	6758	316105	316105	309782			309783									
28.09.2013	7206	316540	316540	310209			310210									
29.09.2013	7293	317415	317415	311066			311067									
30.09.2013	7860	318359	318359	311991			311992									
01.10.2013	7786	319851	319851	313453			313454									
02.10.2013	8419	321239	321239	314814			314815									
03.10.2013	8222	323233	323233	316768			316769									
04.10.2013	8438	324990	324990	318490			318491									
05.10.2013	9870	326928	326928	320389			320390									
06.10.2013	8819	330259	330259	323653			323654									
07.10.2013	10859	332472	332472	325822			325823									
08.10.2013	9619	336681	336681	329947			329948									
09.10.2013	10378	339566	339566	332774			332775									
10.10.2013	10051	343152	343152	336288			336289									
11.10.2013	9758	346339	346339	339412			339413									
12.10.2013	10295	349170	349170	342186			342187									
13.10.2013	11436	352481	352481	345431			345432									
14.10.2013	10408	356867	356867	349729			349730									
15.10.2013	11435	360137	360137	352934			352935									
16.10.2013	11526	364369	364369	357081			357082									
17.10.2013	11273	368607	368607	361234			361235									
18.10.2013	11192	372507	372507	365056			365057									
19.10.2013	11586	376248	376248	368723			368724									
20.10.2013	11071	380309	380309	372702			372703									
21.10.2013	11727	383773	383773	376097			376098									
22.10.2013	11566	387824	387824	380067			380068									
23.10.2013	12875	391633	391633	383800			383801									
24.10.2013	11215	396675	396675	388741			388742									
25.10.2013	11672	399956	399956	391956			391957									
26.10.2013	10867	403628	403628	395555			395556									
27.10.2013	12036	406422	406422	398293			398294									
28.10.2013	12571	410329	410329	402122			402123									
29.10.2013	12744	414693	414693	406399			406400									
30.10.2013	12697	419143	419143	410760			410761									
31.10.2013	12707	423457	423457	414987			414988									
01.11.2013	12605	427694	427694	419140			419141									
02.11.2013	12466	431745	431745	423110			423111									
03.11.2013	11932	435576	435576	426864			426865									
04.11.2013	12368	438796	438796	430020			430021									
05.11.2013	12449	442388	442388	433540			433541									
06.11.2013	13728	445989	445989	437069			437070									
07.11.2013	11929	450797	450797	441781			441782									
08.11.2013	12032	453710	453710	444635			444636									
09.11.2013	12742	456667	456667	447533			447534									
10.11.2013	12194	460275	460275	451069			451070									
11.11.2013	11967	463263	463263	453997			453998									
12.11.2013	10433	465964	465964	456644			456645									
13.11.2013	12538	467077	467077	457735			457736									
14.11.2013	10566	470273	470273	460867			460868									
15.11.2013	10903	471433	471433	462004			462005									
16.11.2013	10443	472907	472907	463448			463449									
17.11.2013	10217	473891	473891	464413			464414									
18.11.2013	10506	474630	474630	465137			465138									
19.11.2013	8779	475643	475643	466130			466131									
20.11.2013	9053	474909	474909	465410			465411									
21.11.2013	9415	474463	474463	464973			464974									
22.11.2013	8766	474388	474388	464900			464901									
23.11.2013	8323	473666	473666	464192			464193									
24.11.2013	8818	472515	472515	463064			463065									
25.11.2013	8170	471882	471882	462444			462445									
26.11.2013	7987	470614	470614	461201			461202									
27.11.2013	8640	469188	469188	459804			459805									
28.11.2013	8277	468444	468444	459075			459076									
29.11.2013	7737	467352	467352	458004			458005									
30.11.2013	7747	465741	465741	456426			456427									
01.12.2013	6763	464173	464173	454889			454890									
02.12.2013	6494	461652	461652	452418			452419									
03.12.2013	7590	458912	458912	449733			449734									
04.12.2013	7505	457323	457323	448176			448177									
05.12.2013	6562	455681	455681	446567			446568									
06.12.2013	7565	453129	453129	444066			444067									
07.12.2013	5282	451631	451631	442598			442599									
08.12.2013	6636	447880	447880	438922			438923									
09.12.2013	6095	445558	445558	436646			436647									
10.12.2013	5256	442741	442741	433886			433887									
11.12.2013	4600	439142	439142	430359			430360									
12.12.2013	5388	434959	434959	426259			426260									
13.12.2013	5566	431647	431647	423014			423015									
14.12.2013	4315	428580	428580	420008			420009									
15.12.2013	4753	424323	424323	415836			415837									
16.12.2013	4472	420589	420589	412177			412178									
17.12.2013	4618	416649	416649	408316			408317									
18.12.2013	4606	412934	412934	404675			404676									
19.12.2013	4577	409281	409281	401095			401096									
20.12.2013	4823	405672	405672	397558			397559									
21.12.2013	4034	402381	402381	394333			394334									
22.12.2013	3696	398367	398367	390399			390400									
23.12.2013	2811	394095	394095	386213			386214									
24.12.2013	3235	389024	389024	381243			381244									
25.12.2013	3910	384478	384478	376788			376789									
26.12.2013	4147	380698	380698	373084			373085									
27.12.2013	3939	377231	377231	369686			369687									
28.12.2013	2871	373625	373625	366152			366153									
29.12.2013	3942	369023	369023	361642			361643									
30.12.2013	2565	365584	365584	358272			358273									
31.12.2013	3117	360837	360837	353620			353621									
01.01.2014	2844	356737	356737	349602			349603									
02.01.2014	4923	352446	352446	345397			345398									
03.01.2014	3799	350320	350320	343313			343314									
04.01.2014	4060	347112	347112	340169			340170									
05.01.2014	3205	344229	344229	337344			337345									
06.01.2014	4186	340549	340549	333738			333739									
07.01.2014	3677	337924	337924	331165			331166									
08.01.2014	3615	334842	334842	328145			328146									
09.01.2014	2761	331760	331760	325124			325125									
10.01.2014	3564	327885	327885	321327			321328									
11.01.2014	4435	324891	324891	318393			318394									
12.01.2014	3068	322828	322828	316371			316372									
13.01.2014	3099	319439	319439	313050			313051									
14.01.2014	2623	316149	316149	309826			309827									
15.01.2014	2873	312449	312449	306200			306201									
16.01.2014	3002	309073	309073	302891			302892									
17.01.2014	2178	305893	305893	299775			299776									
18.01.2014	2603	301953	301953	295913			295914									
19.01.2014	2028	298516	298516	292545			292546									
20.01.2014	2141	294573	294573	288681			288682									
21.01.2014	1910	290822	290822	285005			285006									
22.01.2014	2462	286915	286915	281176			281177									
23.01.2014	2013	283638	283638	277965			277966									
24.01.2014	3029	279978	279978	274378			274379									
25.01.2014	3152	277407	277407	271858			271859									
26.01.2014	2754	275010	275010	269509			269510									
27.01.2014	2621	272263	272263	266817			266818									
28.01.2014	2752	269438	269438	264049			264050									
29.01.2014	3994	266801	266801	261464			261465									
30.01.2014	3953	265458	265458	260148			260149									
31.01.2014	4091	264101	264101	258818			258819									
01.02.2014	3852	262909	262909	257650			257651									
02.02.2014	3297	261502	261502	256271			256272									
03.02.2014	3374	259568	259568	254376			254377									
04.02.2014	2337	257750	257750	252595			252595									
05.02.2014	3155	254932	254932	249833			249834									
06.02.2014	3387	252988	252988	247928			247929									
07.02.2014	2609	251315	251315	246288			246289									
08.02.2014	2429	248897	248897	243919			243920									
09.02.2014	2574	246348	246348	241421			241422									
10.02.2014	2358	243995	243995	239115			239116									
11.02.2014	2735	241473	241473	236643			236644									
12.02.2014	2302	239378	239378	234590			234591									
13.02.2014	2355	236892	236892	232154			232155									
14.02.2014	2268	234509	234509	229818			229819									
15.02.2014	2245	232086	232086	227444			227445									
16.02.2014	3041	229689	229689	225095			225096									
17.02.2014	2129	228136	228136	223573			223574									
18.02.2014	2221	225702	225702	221187			221188									
19.02.2014	2702	223408	223408	218939			218940									
20.02.2014	1981	221641	221641	217208			217209									
21.02.2014	2114	219189	219189	214805			214806									
22.02.2014	2922	216919	216919	212580			212581									
23.02.2014	2137	215502	215502	211191			211192									
24.02.2014	2167	213328	213328	209061			209062									
25.02.2014	2148	211228	211228	207003			207004									
26.02.2014	2705	209151	209151	204967			204968									
27.02.2014	2624	207672	207672	203518			203519									
28.02.2014	3239	206142	206142	202019			202020									
01.03.2014	3295	205258	205258	201152			201153									
02.03.2014	3260	204447	204447	200358			200359									
03.03.2014	3299	203618	203618	199545			199546									
04.03.2014	3031	202844	202844	198787			198788									
05.03.2014	2616	201818	201818	197781			197782									
06.03.2014	3520	200397	200397	196389			196390									
07.03.2014	3786	199909	199909	195910			195911									
08.03.2014	4585	199696	199696	195702			195703									
09.03.2014	4335	200287	200287	196281			196282									
10.03.2014	4277	200616	200616	196603			196604									
11.03.2014	4588	200880	200880	196862			196863									
12.03.2014	5735	201450	201450	197421			197421									
13.03.2014	5696	203156	203156	199092			199093									
14.03.2014	5817	204788	204788	200692			200693									
15.03.2014	5894	206509	206509	202378			202379									
16.03.2014	6963	208272	208272	204106			204107									
17.03.2014	8321	211069	211069	206847			206848									
18.03.2014	8293	215168	215168	210864			210865									
19.03.2014	9711	219157	219157	214773			214774									
20.03.2014	9826	224484	224484	219994			219995									
21.03.2014	10130	229820	229820	225223			225224									
22.03.2014	11213	235353	235353	230645			230646									
23.03.2014	11954	241858	241858	237020			237021									
24.03.2014	13377	248974	248974	243994			243995									
25.03.2014	14725	257371	257371	252223			252224									
26.03.2014	15443	266948	266948	261609			261610									
27.03.2014	16395	277052	277052	271510			271511									
28.03.2014	16847	287905	287905	282146			282147									
29.03.2014	17986	298993	298993	293013			293014									
30.03.2014	19127	310999	310999	304779			304780									
31.03.2014	20109	323906	323906	317427			317428									
01.04.2014	19893	337536	337536	330785			330786									
02.04.2014	20323	350678	350678	343664			343665									
03.04.2014	21261	363987	363987	356707			356708									
04.04.2014	20834	377968	377968	370408			370409									
05.04.2014	21151	391242	391242	383417			383418									
06.04.2014	21000	404568	404568	396476			396477									
07.04.2014	21139	417476	417476	409126			409127									
08.04.2014	20358	430265	430265	421659			421660									
09.04.2014	20248	442017	442017	433176			433177									
10.04.2014	19695	453424	453424	444355			444356									
11.04.2014	18438	464050	464050	454769			454769									
12.04.2014	17499	473207	473207	463742			463743									
13.04.2014	17318	481241	481241	471616			471617									
14.04.2014	15858	488934	488934	479155			479156									
15.04.2014	14490	495013	495013	485112			485113									
16.04.2014	13613	499602	499602	489609			489610									
17.04.2014	13244	503222	503222	493157			493158									
18.04.2014	11477	506401	506401	496272			496273									
19.04.2014	10518	507749	507749	497594			497595									
20.04.2014	9238	508112	508112	497949			497950									
21.04.2014	8819	507187	507187	497043			497044									
22.04.2014	8625	505862	505862	495744			495745									
23.04.2014	7696	504369	504369	494281			494282									
24.04.2014	6556	501977	501977	491937			491938									
25.04.2014	5888	498493	498493	488523			488524									
26.04.2014	5624	494411	494411	484522			484523									
27.04.2014	5771	490146	490146	480343			480344									
28.04.2014	5588	486114	486114	476391			476392									
29.04.2014	4564	481979	481979	472339			472340									
30.04.2014	3860	476903	476903	467364			467365									
01.05.2014	3438	471224	471224	461799			461800									
02.05.2014	4770	465237	465237	455932			455933									
03.05.2014	3706	460702	460702	451487			451488									
04.05.2014	2740	455193	455193	446089			446090									
05.05.2014	3515	448829	448829	439852			439853									
06.05.2014	2985	443367	443367	434499			434500									
07.05.2014	2676	437484	437484	428734			428735									
08.05.2014	2729	431410	431410	422781			422782									
09.05.2014	2568	425510	425510	416999			417000									
10.05.2014	3317	419567	419567	411175			411176									
11.05.2014	2225	414492	414492	406202			406203									
12.05.2014	1932	408427	408427	400258			400259									
13.05.2014	2221	402190	402190	394146			394147									
14.05.2014	2633	396367	396367	388439			388440									
15.05.2014	2103	391072	391072	383250			383251									
16.05.2014	1830	385353	385353	377645			377646									
17.05.2014	2310	379475	379475	371885			371886									
18.05.2014	1821	374195	374195	366711			366712									
19.05.2014	2955	368532	368532	361161			361162									
20.05.2014	1992	364116	364116	356833			356834									
21.05.2014	2382	358825	358825	351648			351649									
22.05.2014	2729	354030	354030	346949			346950									
23.05.2014	2317	349678	349678	342684			342685									
24.05.2014	2604	345001	345001	338100			338101									
25.05.2014	2765	340704	340704	333889			333890									
26.05.2014	2857	336654	336654	329920			329921									
27.05.2014	2316	332777	332777	326121			326122									
28.05.2014	2041	328437	328437	321868			321869									
29.05.2014	2305	323909	323909	317430			317431									
30.05.2014	2479	319735	319735	313340			313341									
31.05.2014	2434	315819	315819	309502			309503									
01.06.2014	1684	311936	311936	305697			305698									
02.06.2014	1600	307381	307381	301233			301234									
03.06.2014	2466	302833	302833	296776			296777									
04.06.2014	2752	299242	299242	293257			293258									
05.06.2014	2652	296009	296009	290088			290089									
06.06.2014	2736	292740	292740	286885			286886									
07.06.2014	3186	289621	289621	283828			283829									
08.06.2014	3114	287014	287014	281273			281274									
09.06.2014	2838	284387	284387	278699			278700									
10.06.2014	3035	281537	281537	275906			275907									
11.06.2014	2940	278941	278941	273362			273363									
12.06.2014	2616	276302	276302	270775			270776									
13.06.2014	2975	273391	273391	267923			267924									
14.06.2014	2419	270898	270898	265480			265481									
15.06.2014	2263	267899	267899	262541			262542									
16.06.2014	1452	264804	264804	259507			259508									
17.06.2014	2884	260959	260959	255739			255740									
18.06.2014	1990	258623	258623	253450			253451									
19.06.2014	2056	255440	255440	250331			250332									
20.06.2014	2314	252387	252387	247339			247340									
21.06.2014	2136	249653	249653	244659			244660									
22.06.2014	2015	246795	246795	241859			241860									
23.06.2014	2544	243874	243874	238996			238997									
24.06.2014	2390	241540	241540	236709			236710									
25.06.2014	2159	239099	239099	234317			234318									
26.06.2014	3231	236476	236476	231746			231747									
27.06.2014	2909	234977	234977	230277			230278									
28.06.2014	2619	233186	233186	228522			228523									
29.06.2014	2128	231141	231141	226518			226519									
30.06.2014	2879	228646	228646	224073			224074									
01.07.2014	2361	226952	226952	222412			222413									
02.07.2014	2110	224773	224773	220277			220278									
03.07.2014	2921	222387	222387	217939			217940									
04.07.2014	2832	220860	220860	216442			216443									
05.07.2014	2655	219274	219274	214888			214889									
06.07.2014	2741	217543	217543	213192			213193									
07.07.2014	2609	215933	215933	211614			211615									
08.07.2014	2686	214223	214223	209938			209939									
09.07.2014	3254	212624	212624	208371			208372									
10.07.2014	2467	211625	211625	207392			207393									
11.07.2014	2398	209859	209859	205661			205662									
12.07.2014	2180	208059	208059	203897			203898									
13.07.2014	2495	206077	206077	201955			201956									
14.07.2014	2502	204450	204450	200361			200361									
15.07.2014	2587	202863	202863	198805			198806									
16.07.2014	2429	201392	201392	197364			197365									
17.07.2014	2553	199793	199793	195797			195798									
18.07.2014	2218	198350	198350	194383			194383									
19.07.2014	2692	196601	196601	192668			192669									
20.07.2014	2621	195360	195360	191452			191453									
21.07.2014	2464	194073	194073	190191			190192									
22.07.2014	2688	192655	192655	188801			188802									
23.07.2014	2356	191489	191489	187659			187660									
24.07.2014	2645	190015	190015	186214			186215									
25.07.2014	2528	188859	188859	185081			185082									
26.07.2014	2517	187609	187609	183856			183857									
27.07.2014	3046	186373	186373	182645			182646									
28.07.2014	2631	185691	185691	181977			181978									
29.07.2014	2229	184608	184608	180915			180916									
30.07.2014	2841	183144	183144	179481			179482									
31.07.2014	3144	182322	182322	178675			178676									
01.08.2014	3425	181819	181819	178182			178183									
02.08.2014	3139	181607	181607	177974			177975									
03.08.2014	4735	181113	181113	177490			177491									
04.08.2014	7031	182225	182225	178580			178581									
05.08.2014	10499	185611	185611	181898			181899									
06.08.2014	13928	192397	192397	188549			188550									
07.08.2014	18561	202477	202477	198427			198428									
08.08.2014	20873	216988	216988	212648			212649									
09.08.2014	20266	233521	233521	228850			228851									
10.08.2014	19008	249116	249116	244133			244134									
11.08.2014	13884	263141	263141	257878			257879									
12.08.2014	10047	271762	271762	266326			266327									
13.08.2014	6152	276373	276373	270845			270846									
14.08.2014	4288	276997	276997	271457			271458									
15.08.2014	3952	275745	275745	270230			270231									
16.08.2014	3176	274182	274182	268698			268699									
17.08.2014	3237	271874	271874	266436			266437									
18.08.2014	3022	269673	269673	264279			264280									
19.08.2014	3164	267301	267301	261954			261955									
20.08.2014	2630	265118	265118	259815			259816									
21.08.2014	1985	262445	262445	257196			257197									
22.08.2014	2238	259181	259181	253997			253998									
23.08.2014	2020	256235	256235	251110			251111									
24.08.2014	3117	253130	253130	248067			248068									
25.08.2014	2324	251184	251184	246160			246161									
26.08.2014	2606	248484	248484	243514			243515									
27.08.2014	2606	246120	246120	241197			241198									
28.08.2014	2510	243803	243803	238926			238927									
29.08.2014	2989	241436	241436	236607			236608									
30.08.2014	2758	239596	239596	234804			234805									
31.08.2014	3439	237562	237562	232810			232811									
01.09.2014	3374	236249	236249	231524			231525									
02.09.2014	2894	234898	234898	230200			230201									
03.09.2014	2651	233094	233094	228432			228433									
04.09.2014	3081	231083	231083	226461			226462									
05.09.2014	3499	229542	229542	224951			224952									
06.09.2014	4037	228450	228450	223881			223881									
07.09.2014	2652	227918	227918	223359			223360									
08.09.2014	3063	226011	226011	221490			221491									
09.09.2014	2764	224553	224553	220061			220062									
10.09.2014	3681	222825	222825	218368			218369									
11.09.2014	2884	222049	222049	217608			217609									
12.09.2014	2754	220492	220492	216082			216083									
13.09.2014	2769	218836	218836	214459			214460									
14.09.2014	2638	217228	217228	212883			212884									
15.09.2014	3151	215521	215521	211210			211211									
16.09.2014	3381	214361	214361	210073			210074									
17.09.2014	3224	213454	213454	209184			209185									
18.09.2014	3604	212408	212408	208159			208160									
19.09.2014	3287	211763	211763	207527			207528									
20.09.2014	2851	210814	210814	206597			206598									
21.09.2014	4030	209448	209448	205259			205260									
22.09.2014	4032	209289	209289	205103			205104									
23.09.2014	3393	209135	209135	204952			204953									
24.09.2014	4514	208345	208345	204178			204179									
25.09.2014	3240	208692	208692	204518			204519									
26.09.2014	3447	207758	207758	203602			203603									
27.09.2014	4546	207049	207049	202908			202909									
28.09.2014	3599	207454	207454	203304			203305									
29.09.2014	4452	206903	206903	202764			202765									
30.09.2014	4270	207216	207216	203071			203072									
01.10.2014	4421	207341	207341	203194			203195									
02.10.2014	4146	207615	207615	203462			203463									
03.10.2014	5179	207608	207608	203455			203456									
04.10.2014	4759	208634	208634	204461			204462									
05.10.2014	5884	209220	209220	205035			205036									
06.10.2014	5723	210919	210919	206700			206701									
07.10.2014	5594	212423	212423	208174			208175									
08.10.2014	4697	213768	213768	209492			209493									
09.10.2014	6588	214189	214189	209905			209906									
10.10.2014	5118	216493	216493	212163			212164									
11.10.2014	5193	217281	217281	212935			212936									
12.10.2014	6667	218128	218128	213765			213766									
13.10.2014	5431	220432	220432	216023			216024									
14.10.2014	7199	221454	221454	217024			217025									
15.10.2014	6927	224223	224223	219738			219739									
16.10.2014	6201	226665	226665	222131			222132									
17.10.2014	6584	228332	228332	223765			223766									
18.10.2014	6111	230349	230349	225742			225743									
19.10.2014	6373	231853	231853	227215			227216									
20.10.2014	6920	233588	233588	228916			228917									
21.10.2014	7980	235836	235836	231119			231120									
22.10.2014	8419	239099	239099	234317			234318									
23.10.2014	8155	242736	242736	237881			237882									
24.10.2014	6860	246036	246036	241115			241116									
25.10.2014	6185	247975	247975	243015			243016									
26.10.2014	7315	249200	249200	244216			244216									
27.10.2014	8418	251531	251531	246500			246501									
28.10.2014	7092	254918	254918	249819			249820									
29.10.2014	7755	256911	256911	251772			251773									
30.10.2014	7852	259527	259527	254336			254337									
